tf,motif,percentile,fold,metric,value
SP1,jaspar,,2,aupr,0.41099955124819476
SP1,jaspar,,3,aupr,0.4305001164642679
SP1,jaspar,,4,aupr,0.4098122435913496
SP1,shape_and_jaspar,,main,aupr,0.6498643061581507
SP1,shape_and_jaspar,,0,aupr,0.6313295943629755
SP1,shape_and_jaspar,,1,aupr,0.556885299576268
SP1,shape_and_jaspar,,2,aupr,0.6795901416403082
SP1,shape_and_jaspar,,3,aupr,0.6019499783570731
SP1,shape_and_jaspar,,4,aupr,0.6763886194926213
SP1,shape_and_seq_no_lasso,,main,aupr,0.7433569407275264
SP1,shape_and_seq_no_lasso,,0,aupr,0.5611977369006478
SP1,shape_and_seq_no_lasso,,1,aupr,0.716521611571739
SP1,shape_and_seq_no_lasso,,2,aupr,0.6675253144044342
SP1,shape_and_seq_no_lasso,,3,aupr,0.7454645477459821
SP1,shape_and_seq_no_lasso,,4,aupr,0.7438684403993608
RUNX3,seq,,main,aupr,0.6806714350255443
RUNX3,seq,,0,aupr,0.6247328900197535
RUNX3,seq,,1,aupr,0.6233239071544421
RUNX3,seq,,2,aupr,0.6281286642470422
RUNX3,seq,,3,aupr,0.5796773339231173
RUNX3,seq,,4,aupr,0.6195894316331368
RUNX3,shape,,main,aupr,0.4950188811844078
RUNX3,shape,,0,aupr,0.5405909364649202
RUNX3,shape,,1,aupr,0.37473513011152415
RUNX3,shape,,2,aupr,0.40356538588051477
RUNX3,shape,,3,aupr,0.49738756327941713
RUNX3,shape,,4,aupr,0.5028220559531555
RUNX3,shape_and_seq,,main,aupr,0.7100669302010382
RUNX3,shape_and_seq,,0,aupr,0.6142474892140455
RUNX3,shape_and_seq,,1,aupr,0.6740579186032774
RUNX3,shape_and_seq,,2,aupr,0.6923360364490301
RUNX3,shape_and_seq,,3,aupr,0.7032284820841619
RUNX3,shape_and_seq,,4,aupr,0.631568614396939
RUNX3,jaspar,,main,aupr,0.44669479513438126
RUNX3,jaspar,,0,aupr,0.5205151841236813
RUNX3,jaspar,,1,aupr,0.4662997713167131
RUNX3,jaspar,,2,aupr,0.4228960253283647
RUNX3,jaspar,,3,aupr,0.41764501453579633
RUNX3,jaspar,,4,aupr,0.4634382550510329
RUNX3,shape_and_jaspar,,main,aupr,0.5280784500017346
RUNX3,shape_and_jaspar,,0,aupr,0.5606380658596369
RUNX3,shape_and_jaspar,,1,aupr,0.5153271368935382
RUNX3,shape_and_jaspar,,2,aupr,0.4830118655166593
RUNX3,shape_and_jaspar,,3,aupr,0.5348362055974667
RUNX3,shape_and_jaspar,,4,aupr,0.5202885555710137
RUNX3,shape_and_seq_no_lasso,,main,aupr,0.6989568790130705
RUNX3,shape_and_seq_no_lasso,,0,aupr,0.7043086257395411
RUNX3,shape_and_seq_no_lasso,,1,aupr,0.6572076981365796
RUNX3,shape_and_seq_no_lasso,,2,aupr,0.6545308623525536
RUNX3,shape_and_seq_no_lasso,,3,aupr,0.6398797266334655
RUNX3,shape_and_seq_no_lasso,,4,aupr,0.6770619782238416
